name Simple DTS
init {'Base7':1}
;
r0 {'prop':{'r0'}, 'position': (1.07, 2.37, 0.40)}
r185 r102 {'duration': 1, 'edge_weight': 1.650000}
r185 r112 {'duration': 1, 'edge_weight': 1.514000}
r185 r113 {'duration': 1, 'edge_weight': 1.100000}
r185 r114 {'duration': 1, 'edge_weight': 1.514000}
r185 r126 {'duration': 1, 'edge_weight': 1.650000}
r185 r172 {'duration': 1, 'edge_weight': 1.414000}
r185 r174 {'duration': 1, 'edge_weight': 1.414000}
r185 r184 {'duration': 1, 'edge_weight': 1.000000}
r185 r185 {'duration': 1, 'edge_weight': 0.500000}
r185 r186 {'duration': 1, 'edge_weight': 1.000000}
r185 r196 {'duration': 1, 'edge_weight': 1.414000}
r185 r197 {'duration': 1, 'edge_weight': 1.000000}
r185 r198 {'duration': 1, 'edge_weight': 1.414000}
r185 r244 {'duration': 1, 'edge_weight': 1.650000}
r185 r246 {'duration': 1, 'edge_weight': 1.650000}
r185 r256 {'duration': 1, 'edge_weight': 1.514000}
r185 r257 {'duration': 1, 'edge_weight': 1.100000}
r185 r258 {'duration': 1, 'edge_weight': 1.514000}
r185 r268 {'duration': 1, 'edge_weight': 1.650000}
r185 r269 {'duration': 1, 'edge_weight': 1.514000}
r185 r270 {'duration': 1, 'edge_weight': 1.650000}
r186 r102 {'duration': 1, 'edge_weight': 1.514000}
r186 r103 {'duration': 1, 'edge_weight': 1.650000}
r186 r113 {'duration': 1, 'edge_weight': 1.514000}
r186 r114 {'duration': 1, 'edge_weight': 1.100000}
r186 r115 {'duration': 1, 'edge_weight': 1.514000}
r186 r126 {'duration': 1, 'edge_weight': 1.514000}
r186 r127 {'duration': 1, 'edge_weight': 1.650000}
r186 r174 {'duration': 1, 'edge_weight': 1.000000}
r186 r175 {'duration': 1, 'edge_weight': 1.414000}
r186 r185 {'duration': 1, 'edge_weight': 1.000000}
r186 r186 {'duration': 1, 'edge_weight': 0.500000}
r186 r187 {'duration': 1, 'edge_weight': 1.000000}
r186 r197 {'duration': 1, 'edge_weight': 1.414000}
r186 r198 {'duration': 1, 'edge_weight': 1.000000}
r186 r199 {'duration': 1, 'edge_weight': 1.414000}
r186 r246 {'duration': 1, 'edge_weight': 1.514000}
r186 r247 {'duration': 1, 'edge_weight': 1.650000}
r186 r257 {'duration': 1, 'edge_weight': 1.514000}
r186 r258 {'duration': 1, 'edge_weight': 1.100000}
r186 r259 {'duration': 1, 'edge_weight': 1.514000}
r186 r269 {'duration': 1, 'edge_weight': 1.650000}
r186 r270 {'duration': 1, 'edge_weight': 1.514000}
r186 r271 {'duration': 1, 'edge_weight': 1.650000}
r187 r102 {'duration': 1, 'edge_weight': 1.650000}
r187 r103 {'duration': 1, 'edge_weight': 1.514000}
r187 r104 {'duration': 1, 'edge_weight': 1.650000}
r187 r114 {'duration': 1, 'edge_weight': 1.514000}
r187 r115 {'duration': 1, 'edge_weight': 1.100000}
r187 r116 {'duration': 1, 'edge_weight': 1.514000}
r187 r126 {'duration': 1, 'edge_weight': 1.650000}
r187 r127 {'duration': 1, 'edge_weight': 1.514000}
r187 r128 {'duration': 1, 'edge_weight': 1.650000}
r187 r174 {'duration': 1, 'edge_weight': 1.414000}
r187 r175 {'duration': 1, 'edge_weight': 1.000000}
r187 r176 {'duration': 1, 'edge_weight': 1.414000}
r187 r186 {'duration': 1, 'edge_weight': 1.000000}
r187 r187 {'duration': 1, 'edge_weight': 0.500000}
r187 r188 {'duration': 1, 'edge_weight': 1.000000}
r187 r198 {'duration': 1, 'edge_weight': 1.414000}
r187 r199 {'duration': 1, 'edge_weight': 1.000000}
r187 r200 {'duration': 1, 'edge_weight': 1.414000}
r187 r246 {'duration': 1, 'edge_weight': 1.650000}
r187 r247 {'duration': 1, 'edge_weight': 1.514000}
r187 r248 {'duration': 1, 'edge_weight': 1.650000}
r187 r258 {'duration': 1, 'edge_weight': 1.514000}
r187 r259 {'duration': 1, 'edge_weight': 1.100000}
r187 r260 {'duration': 1, 'edge_weight': 1.514000}
r187 r270 {'duration': 1, 'edge_weight': 1.650000}
r187 r271 {'duration': 1, 'edge_weight': 1.514000}
r187 r272 {'duration': 1, 'edge_weight': 1.650000}
r188 r103 {'duration': 1, 'edge_weight': 1.650000}
r188 r104 {'duration': 1, 'edge_weight': 1.514000}
r188 r105 {'duration': 1, 'edge_weight': 1.650000}
r188 r115 {'duration': 1, 'edge_weight': 1.514000}
r188 r116 {'duration': 1, 'edge_weight': 1.100000}
r188 r117 {'duration': 1, 'edge_weight': 1.514000}
r188 r127 {'duration': 1, 'edge_weight': 1.650000}
r188 r128 {'duration': 1, 'edge_weight': 1.514000}
r188 r129 {'duration': 1, 'edge_weight': 1.650000}
r188 r175 {'duration': 1, 'edge_weight': 1.414000}
r188 r176 {'duration': 1, 'edge_weight': 1.000000}
r188 r177 {'duration': 1, 'edge_weight': 1.414000}
r188 r187 {'duration': 1, 'edge_weight': 1.000000}
r188 r188 {'duration': 1, 'edge_weight': 0.500000}
r188 r189 {'duration': 1, 'edge_weight': 1.000000}
r188 r199 {'duration': 1, 'edge_weight': 1.414000}
r188 r200 {'duration': 1, 'edge_weight': 1.000000}
r188 r201 {'duration': 1, 'edge_weight': 1.414000}
r188 r247 {'duration': 1, 'edge_weight': 1.650000}
r188 r248 {'duration': 1, 'edge_weight': 1.514000}
r188 r249 {'duration': 1, 'edge_weight': 1.650000}
r188 r259 {'duration': 1, 'edge_weight': 1.514000}
r188 r260 {'duration': 1, 'edge_weight': 1.100000}
r188 r261 {'duration': 1, 'edge_weight': 1.514000}
r188 r271 {'duration': 1, 'edge_weight': 1.650000}
r188 r272 {'duration': 1, 'edge_weight': 1.514000}
r188 r273 {'duration': 1, 'edge_weight': 1.650000}
r189 r104 {'duration': 1, 'edge_weight': 1.650000}
r189 r105 {'duration': 1, 'edge_weight': 1.514000}
r189 r106 {'duration': 1, 'edge_weight': 1.650000}
r189 r116 {'duration': 1, 'edge_weight': 1.514000}
r189 r117 {'duration': 1, 'edge_weight': 1.100000}
r189 r118 {'duration': 1, 'edge_weight': 1.514000}
r189 r128 {'duration': 1, 'edge_weight': 1.650000}
r189 r129 {'duration': 1, 'edge_weight': 1.514000}
r189 r130 {'duration': 1, 'edge_weight': 1.650000}
r189 r176 {'duration': 1, 'edge_weight': 1.414000}
r189 r177 {'duration': 1, 'edge_weight': 1.000000}
r189 r178 {'duration': 1, 'edge_weight': 1.414000}
r189 r188 {'duration': 1, 'edge_weight': 1.000000}
r189 r189 {'duration': 1, 'edge_weight': 0.500000}
r189 r190 {'duration': 1, 'edge_weight': 1.000000}
r189 r200 {'duration': 1, 'edge_weight': 1.414000}
r189 r201 {'duration': 1, 'edge_weight': 1.000000}
r189 r202 {'duration': 1, 'edge_weight': 1.414000}
r189 r248 {'duration': 1, 'edge_weight': 1.650000}
r189 r249 {'duration': 1, 'edge_weight': 1.514000}
r189 r250 {'duration': 1, 'edge_weight': 1.650000}
r189 r260 {'duration': 1, 'edge_weight': 1.514000}
r189 r261 {'duration': 1, 'edge_weight': 1.100000}
r189 r262 {'duration': 1, 'edge_weight': 1.514000}
r189 r272 {'duration': 1, 'edge_weight': 1.650000}
r189 r273 {'duration': 1, 'edge_weight': 1.514000}
r189 r274 {'duration': 1, 'edge_weight': 1.650000}
r190 r105 {'duration': 1, 'edge_weight': 1.650000}
r190 r106 {'duration': 1, 'edge_weight': 1.514000}
r190 r117 {'duration': 1, 'edge_weight': 1.514000}
r190 r118 {'duration': 1, 'edge_weight': 1.100000}
r190 r129 {'duration': 1, 'edge_weight': 1.650000}
r190 r130 {'duration': 1, 'edge_weight': 1.514000}
r190 r131 {'duration': 1, 'edge_weight': 1.650000}
r190 r177 {'duration': 1, 'edge_weight': 1.414000}
r190 r178 {'duration': 1, 'edge_weight': 1.000000}
r190 r189 {'duration': 1, 'edge_weight': 1.000000}
r190 r190 {'duration': 1, 'edge_weight': 0.500000}
r190 r201 {'duration': 1, 'edge_weight': 1.414000}
r190 r202 {'duration': 1, 'edge_weight': 1.000000}
r190 r203 {'duration': 1, 'edge_weight': 1.414000}
r190 r249 {'duration': 1, 'edge_weight': 1.650000}
r190 r250 {'duration': 1, 'edge_weight': 1.514000}
r190 r251 {'duration': 1, 'edge_weight': 1.650000}
r190 r261 {'duration': 1, 'edge_weight': 1.514000}
r190 r262 {'duration': 1, 'edge_weight': 1.100000}
r190 r263 {'duration': 1, 'edge_weight': 1.514000}
r190 r273 {'duration': 1, 'edge_weight': 1.650000}
r190 r274 {'duration': 1, 'edge_weight': 1.514000}
r190 r275 {'duration': 1, 'edge_weight': 1.650000}
r192 r108 {'duration': 1, 'edge_weight': 1.514000}
r192 r109 {'duration': 1, 'edge_weight': 1.650000}
r192 r120 {'duration': 1, 'edge_weight': 1.100000}
r192 r121 {'duration': 1, 'edge_weight': 1.514000}
r192 r132 {'duration': 1, 'edge_weight': 1.514000}
r192 r133 {'duration': 1, 'edge_weight': 1.650000}
r192 r180 {'duration': 1, 'edge_weight': 1.000000}
r192 r181 {'duration': 1, 'edge_weight': 1.414000}
r192 r192 {'duration': 1, 'edge_weight': 0.500000}
r192 r193 {'duration': 1, 'edge_weight': 1.000000}
r192 r204 {'duration': 1, 'edge_weight': 1.000000}
r192 r205 {'duration': 1, 'edge_weight': 1.414000}
r192 r252 {'duration': 1, 'edge_weight': 1.514000}
r192 r253 {'duration': 1, 'edge_weight': 1.650000}
r192 r264 {'duration': 1, 'edge_weight': 1.100000}
r192 r265 {'duration': 1, 'edge_weight': 1.514000}
r192 r276 {'duration': 1, 'edge_weight': 1.514000}
r192 r277 {'duration': 1, 'edge_weight': 1.650000}
r193 r108 {'duration': 1, 'edge_weight': 1.650000}
r193 r109 {'duration': 1, 'edge_weight': 1.514000}
r193 r120 {'duration': 1, 'edge_weight': 1.514000}
r193 r121 {'duration': 1, 'edge_weight': 1.100000}
r193 r122 {'duration': 1, 'edge_weight': 1.514000}
r193 r132 {'duration': 1, 'edge_weight': 1.650000}
r193 r133 {'duration': 1, 'edge_weight': 1.514000}
r193 r134 {'duration': 1, 'edge_weight': 1.650000}
r193 r180 {'duration': 1, 'edge_weight': 1.414000}
r193 r181 {'duration': 1, 'edge_weight': 1.000000}
r193 r192 {'duration': 1, 'edge_weight': 1.000000}
r193 r193 {'duration': 1, 'edge_weight': 0.500000}
r193 r194 {'duration': 1, 'edge_weight': 1.000000}
r193 r204 {'duration': 1, 'edge_weight': 1.414000}
r193 r205 {'duration': 1, 'edge_weight': 1.000000}
r193 r206 {'duration': 1, 'edge_weight': 1.414000}
r193 r252 {'duration': 1, 'edge_weight': 1.650000}
r193 r253 {'duration': 1, 'edge_weight': 1.514000}
r193 r254 {'duration': 1, 'edge_weight': 1.650000}
r193 r264 {'duration': 1, 'edge_weight': 1.514000}
r193 r265 {'duration': 1, 'edge_weight': 1.100000}
r193 r266 {'duration': 1, 'edge_weight': 1.514000}
r193 r276 {'duration': 1, 'edge_weight': 1.650000}
r193 r277 {'duration': 1, 'edge_weight': 1.514000}
r193 r278 {'duration': 1, 'edge_weight': 1.650000}
r194 r109 {'duration': 1, 'edge_weight': 1.650000}
r194 r111 {'duration': 1, 'edge_weight': 1.650000}
r194 r121 {'duration': 1, 'edge_weight': 1.514000}
r194 r122 {'duration': 1, 'edge_weight': 1.100000}
r194 r123 {'duration': 1, 'edge_weight': 1.514000}
r194 r133 {'duration': 1, 'edge_weight': 1.650000}
r194 r134 {'duration': 1, 'edge_weight': 1.514000}
r194 r135 {'duration': 1, 'edge_weight': 1.650000}
r194 r181 {'duration': 1, 'edge_weight': 1.414000}
r194 r183 {'duration': 1, 'edge_weight': 1.414000}
r194 r193 {'duration': 1, 'edge_weight': 1.000000}
r194 r194 {'duration': 1, 'edge_weight': 0.500000}
r194 r195 {'duration': 1, 'edge_weight': 1.000000}
r194 r205 {'duration': 1, 'edge_weight': 1.414000}
r194 r206 {'duration': 1, 'edge_weight': 1.000000}
r194 r207 {'duration': 1, 'edge_weight': 1.414000}
r194 r253 {'duration': 1, 'edge_weight': 1.650000}
r194 r254 {'duration': 1, 'edge_weight': 1.514000}
r194 r255 {'duration': 1, 'edge_weight': 1.650000}
r194 r265 {'duration': 1, 'edge_weight': 1.514000}
r194 r266 {'duration': 1, 'edge_weight': 1.100000}
r194 r267 {'duration': 1, 'edge_weight': 1.514000}
r194 r277 {'duration': 1, 'edge_weight': 1.650000}
r194 r278 {'duration': 1, 'edge_weight': 1.514000}
r194 r279 {'duration': 1, 'edge_weight': 1.650000}
r195 r111 {'duration': 1, 'edge_weight': 1.514000}
r195 r112 {'duration': 1, 'edge_weight': 1.650000}
r195 r122 {'duration': 1, 'edge_weight': 1.514000}
r195 r123 {'duration': 1, 'edge_weight': 1.100000}
r195 r134 {'duration': 1, 'edge_weight': 1.650000}
r195 r135 {'duration': 1, 'edge_weight': 1.514000}
r195 r183 {'duration': 1, 'edge_weight': 1.000000}
r195 r184 {'duration': 1, 'edge_weight': 1.414000}
r195 r194 {'duration': 1, 'edge_weight': 1.000000}
r195 r195 {'duration': 1, 'edge_weight': 0.500000}
r195 r196 {'duration': 1, 'edge_weight': 1.000000}
r195 r206 {'duration': 1, 'edge_weight': 1.414000}
r195 r207 {'duration': 1, 'edge_weight': 1.000000}
r195 r208 {'duration': 1, 'edge_weight': 1.414000}
r195 r254 {'duration': 1, 'edge_weight': 1.650000}
r195 r255 {'duration': 1, 'edge_weight': 1.514000}
r195 r256 {'duration': 1, 'edge_weight': 1.650000}
r195 r266 {'duration': 1, 'edge_weight': 1.514000}
r195 r267 {'duration': 1, 'edge_weight': 1.100000}
r195 r268 {'duration': 1, 'edge_weight': 1.514000}
r195 r278 {'duration': 1, 'edge_weight': 1.650000}
r195 r279 {'duration': 1, 'edge_weight': 1.514000}
r195 r280 {'duration': 1, 'edge_weight': 1.650000}
r196 r111 {'duration': 1, 'edge_weight': 1.650000}
r196 r112 {'duration': 1, 'edge_weight': 1.514000}
r196 r113 {'duration': 1, 'edge_weight': 1.650000}
r196 r123 {'duration': 1, 'edge_weight': 1.514000}
r196 r135 {'duration': 1, 'edge_weight': 1.650000}
r196 r183 {'duration': 1, 'edge_weight': 1.414000}
r196 r184 {'duration': 1, 'edge_weight': 1.000000}
r196 r185 {'duration': 1, 'edge_weight': 1.414000}
r196 r195 {'duration': 1, 'edge_weight': 1.000000}
r196 r196 {'duration': 1, 'edge_weight': 0.500000}
r196 r197 {'duration': 1, 'edge_weight': 1.000000}
r196 r207 {'duration': 1, 'edge_weight': 1.414000}
r196 r208 {'duration': 1, 'edge_weight': 1.000000}
r196 r209 {'duration': 1, 'edge_weight': 1.414000}
r196 r255 {'duration': 1, 'edge_weight': 1.650000}
r196 r256 {'duration': 1, 'edge_weight': 1.514000}
r196 r257 {'duration': 1, 'edge_weight': 1.650000}
r196 r267 {'duration': 1, 'edge_weight': 1.514000}
r196 r268 {'duration': 1, 'edge_weight': 1.100000}
r196 r269 {'duration': 1, 'edge_weight': 1.514000}
r196 r279 {'duration': 1, 'edge_weight': 1.650000}
r196 r280 {'duration': 1, 'edge_weight': 1.514000}
r196 r281 {'duration': 1, 'edge_weight': 1.650000}
r197 r112 {'duration': 1, 'edge_weight': 1.650000}
r197 r113 {'duration': 1, 'edge_weight': 1.514000}
r197 r114 {'duration': 1, 'edge_weight': 1.650000}
r197 r126 {'duration': 1, 'edge_weight': 1.514000}
r197 r138 {'duration': 1, 'edge_weight': 1.650000}
r197 r184 {'duration': 1, 'edge_weight': 1.414000}
r197 r185 {'duration': 1, 'edge_weight': 1.000000}
r197 r186 {'duration': 1, 'edge_weight': 1.414000}
r197 r196 {'duration': 1, 'edge_weight': 1.000000}
r197 r197 {'duration': 1, 'edge_weight': 0.500000}
r197 r198 {'duration': 1, 'edge_weight': 1.000000}
r197 r208 {'duration': 1, 'edge_weight': 1.414000}
r197 r209 {'duration': 1, 'edge_weight': 1.000000}
r197 r210 {'duration': 1, 'edge_weight': 1.414000}
r197 r256 {'duration': 1, 'edge_weight': 1.650000}
r197 r257 {'duration': 1, 'edge_weight': 1.514000}
r197 r258 {'duration': 1, 'edge_weight': 1.650000}
r197 r268 {'duration': 1, 'edge_weight': 1.514000}
r197 r269 {'duration': 1, 'edge_weight': 1.100000}
r197 r270 {'duration': 1, 'edge_weight': 1.514000}
r197 r280 {'duration': 1, 'edge_weight': 1.650000}
r197 r281 {'duration': 1, 'edge_weight': 1.514000}
r197 r282 {'duration': 1, 'edge_weight': 1.650000}
r198 r113 {'duration': 1, 'edge_weight': 1.650000}
r198 r114 {'duration': 1, 'edge_weight': 1.514000}
r198 r115 {'duration': 1, 'edge_weight': 1.650000}
r198 r126 {'duration': 1, 'edge_weight': 1.100000}
r198 r127 {'duration': 1, 'edge_weight': 1.514000}
r198 r138 {'duration': 1, 'edge_weight': 1.514000}
r198 r139 {'duration': 1, 'edge_weight': 1.650000}
r198 r185 {'duration': 1, 'edge_weight': 1.414000}
r198 r186 {'duration': 1, 'edge_weight': 1.000000}
r198 r187 {'duration': 1, 'edge_weight': 1.414000}
r198 r197 {'duration': 1, 'edge_weight': 1.000000}
r198 r198 {'duration': 1, 'edge_weight': 0.500000}
r198 r199 {'duration': 1, 'edge_weight': 1.000000}
r198 r209 {'duration': 1, 'edge_weight': 1.414000}
r198 r210 {'duration': 1, 'edge_weight': 1.000000}
r198 r211 {'duration': 1, 'edge_weight': 1.414000}
r198 r257 {'duration': 1, 'edge_weight': 1.650000}
r198 r258 {'duration': 1, 'edge_weight': 1.514000}
r198 r259 {'duration': 1, 'edge_weight': 1.650000}
r198 r269 {'duration': 1, 'edge_weight': 1.514000}
r198 r270 {'duration': 1, 'edge_weight': 1.100000}
r198 r271 {'duration': 1, 'edge_weight': 1.514000}
r198 r281 {'duration': 1, 'edge_weight': 1.650000}
r198 r282 {'duration': 1, 'edge_weight': 1.514000}
r198 r283 {'duration': 1, 'edge_weight': 1.650000}
r199 r114 {'duration': 1, 'edge_weight': 1.650000}
r199 r115 {'duration': 1, 'edge_weight': 1.514000}
r199 r116 {'duration': 1, 'edge_weight': 1.650000}
r199 r126 {'duration': 1, 'edge_weight': 1.514000}
r199 r127 {'duration': 1, 'edge_weight': 1.100000}
r199 r128 {'duration': 1, 'edge_weight': 1.514000}
r199 r138 {'duration': 1, 'edge_weight': 1.650000}
r199 r139 {'duration': 1, 'edge_weight': 1.514000}
r199 r140 {'duration': 1, 'edge_weight': 1.650000}
r199 r186 {'duration': 1, 'edge_weight': 1.414000}
r199 r187 {'duration': 1, 'edge_weight': 1.000000}
r199 r188 {'duration': 1, 'edge_weight': 1.414000}
r199 r198 {'duration': 1, 'edge_weight': 1.000000}
r199 r199 {'duration': 1, 'edge_weight': 0.500000}
r199 r200 {'duration': 1, 'edge_weight': 1.000000}
r199 r210 {'duration': 1, 'edge_weight': 1.414000}
r199 r211 {'duration': 1, 'edge_weight': 1.000000}
r199 r212 {'duration': 1, 'edge_weight': 1.414000}
r199 r258 {'duration': 1, 'edge_weight': 1.650000}
r199 r259 {'duration': 1, 'edge_weight': 1.514000}
r199 r260 {'duration': 1, 'edge_weight': 1.650000}
r199 r270 {'duration': 1, 'edge_weight': 1.514000}
r199 r271 {'duration': 1, 'edge_weight': 1.100000}
r199 r272 {'duration': 1, 'edge_weight': 1.514000}
r199 r282 {'duration': 1, 'edge_weight': 1.650000}
r199 r283 {'duration': 1, 'edge_weight': 1.514000}
r199 r284 {'duration': 1, 'edge_weight': 1.650000}
r200 r115 {'duration': 1, 'edge_weight': 1.650000}
r200 r116 {'duration': 1, 'edge_weight': 1.514000}
r200 r117 {'duration': 1, 'edge_weight': 1.650000}
r200 r127 {'duration': 1, 'edge_weight': 1.514000}
r200 r128 {'duration': 1, 'edge_weight': 1.100000}
r200 r129 {'duration': 1, 'edge_weight': 1.514000}
r200 r139 {'duration': 1, 'edge_weight': 1.650000}
r200 r140 {'duration': 1, 'edge_weight': 1.514000}
r200 r141 {'duration': 1, 'edge_weight': 1.650000}
r200 r187 {'duration': 1, 'edge_weight': 1.414000}
r200 r188 {'duration': 1, 'edge_weight': 1.000000}
r200 r189 {'duration': 1, 'edge_weight': 1.414000}
r200 r199 {'duration': 1, 'edge_weight': 1.000000}
r200 r200 {'duration': 1, 'edge_weight': 0.500000}
r200 r201 {'duration': 1, 'edge_weight': 1.000000}
r200 r211 {'duration': 1, 'edge_weight': 1.414000}
r200 r212 {'duration': 1, 'edge_weight': 1.000000}
r200 r213 {'duration': 1, 'edge_weight': 1.414000}
r200 r259 {'duration': 1, 'edge_weight': 1.650000}
r200 r260 {'duration': 1, 'edge_weight': 1.514000}
r200 r261 {'duration': 1, 'edge_weight': 1.650000}
r200 r271 {'duration': 1, 'edge_weight': 1.514000}
r200 r272 {'duration': 1, 'edge_weight': 1.100000}
r200 r273 {'duration': 1, 'edge_weight': 1.514000}
r200 r283 {'duration': 1, 'edge_weight': 1.650000}
r200 r284 {'duration': 1, 'edge_weight': 1.514000}
r200 r285 {'duration': 1, 'edge_weight': 1.650000}
r201 r116 {'duration': 1, 'edge_weight': 1.650000}
r201 r117 {'duration': 1, 'edge_weight': 1.514000}
r201 r118 {'duration': 1, 'edge_weight': 1.650000}
r201 r128 {'duration': 1, 'edge_weight': 1.514000}
r201 r129 {'duration': 1, 'edge_weight': 1.100000}
r201 r130 {'duration': 1, 'edge_weight': 1.514000}
r201 r140 {'duration': 1, 'edge_weight': 1.650000}
r201 r141 {'duration': 1, 'edge_weight': 1.514000}
r201 r142 {'duration': 1, 'edge_weight': 1.650000}
r201 r188 {'duration': 1, 'edge_weight': 1.414000}
r201 r189 {'duration': 1, 'edge_weight': 1.000000}
r201 r190 {'duration': 1, 'edge_weight': 1.414000}
r201 r200 {'duration': 1, 'edge_weight': 1.000000}
r201 r201 {'duration': 1, 'edge_weight': 0.500000}
r201 r202 {'duration': 1, 'edge_weight': 1.000000}
r201 r212 {'duration': 1, 'edge_weight': 1.414000}
r201 r213 {'duration': 1, 'edge_weight': 1.000000}
r201 r214 {'duration': 1, 'edge_weight': 1.414000}
r201 r260 {'duration': 1, 'edge_weight': 1.650000}
r201 r261 {'duration': 1, 'edge_weight': 1.514000}
r201 r262 {'duration': 1, 'edge_weight': 1.650000}
r201 r272 {'duration': 1, 'edge_weight': 1.514000}
r201 r273 {'duration': 1, 'edge_weight': 1.100000}
r201 r274 {'duration': 1, 'edge_weight': 1.514000}
r201 r284 {'duration': 1, 'edge_weight': 1.650000}
r201 r285 {'duration': 1, 'edge_weight': 1.514000}
r201 r286 {'duration': 1, 'edge_weight': 1.650000}
r202 r117 {'duration': 1, 'edge_weight': 1.650000}
r202 r118 {'duration': 1, 'edge_weight': 1.514000}
r202 r129 {'duration': 1, 'edge_weight': 1.514000}
r202 r130 {'duration': 1, 'edge_weight': 1.100000}
r202 r131 {'duration': 1, 'edge_weight': 1.514000}
r202 r141 {'duration': 1, 'edge_weight': 1.650000}
r202 r142 {'duration': 1, 'edge_weight': 1.514000}
r202 r143 {'duration': 1, 'edge_weight': 1.650000}
r202 r189 {'duration': 1, 'edge_weight': 1.414000}
r202 r190 {'duration': 1, 'edge_weight': 1.000000}
r202 r201 {'duration': 1, 'edge_weight': 1.000000}
r202 r202 {'duration': 1, 'edge_weight': 0.500000}
r202 r203 {'duration': 1, 'edge_weight': 1.000000}
